Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss (Global),Balance (Global),Profit/Loss (Pips),Strategy name (Global)
258,USDJPY.pro,Sell,01.07.2020 06:06:01,107.635,0.16,01.07.2020 21:00:00,107.486,14h 53m,19.72,11809.11,14.9,usdjpy pf
132,US100.pro,Buy,30.06.2020 18:11:54,10094.5,0.1,02.07.2020 14:30:27,10373.7,1d 20h 18m,494.47,12303.58,2792000,nas100 sf
260,USDJPY.pro,Sell,02.07.2020 10:30:00,107.395,0.5,02.07.2020 14:59:25,107.61,4h 29m,-88.64,12214.94,-21.5,usdjpy pf
132,US500.pro,Buy,01.07.2020 16:09:00,3107.6,0.09,02.07.2020 16:09:00,3151.2,1d 0h 0m,174.03,12388.97,436000,us500 vf
112,US100.pro,Buy,30.06.2020 22:00:00,10137.8,0.06,02.07.2020 16:29:16,10366.4,1d 18h 29m,243.61,12632.58,2286000,nas100 cf
133,US500.pro,Buy,01.07.2020 21:21:41,3113.1,0.09,02.07.2020 21:21:45,3134.4,1d 0h 0m,85.3,12717.88,213000,us500 vf
134,US500.pro,Buy,02.07.2020 14:30:04,3132.5,0.09,03.07.2020 14:30:19,3118.5,1d 0h 0m,-56.11,12661.77,-140000,us500 vf
135,US500.pro,Buy,02.07.2020 16:00:01,3154.1,0.09,03.07.2020 16:00:10,3119.3,1d 0h 0m,-139.36,12522.41,-348000,us500 vf
134,US100.pro,Buy,03.07.2020 00:23:15,10361.7,0.1,03.07.2020 16:34:52,10313.2,16h 11m,-86.31,12436.1,-485000,nas100 sf
74,DE30.pro,Buy,02.07.2020 08:56:48,12391.1,0.06,03.07.2020 16:35:19,12464.8,1d 7h 38m,110.55,12546.65,737000,dax sf
262,USDJPY.pro,Sell,03.07.2020 06:06:07,107.475,0.81,03.07.2020 21:00:07,107.501,14h 54m,-17.42,12529.23,-2.6,usdjpy pf
122,GOLD.pro,Buy,02.07.2020 16:00:09,1774.73,0.145,06.07.2020 00:05:00,1773.1,3d 8h 4m,-21.02,12508.21,-16300,gold fv
136,US100.pro,Buy,06.07.2020 03:00:00,10420.3,0.11,06.07.2020 20:13:32,10530.2,17h 13m,213.71,12721.92,1099000,nas100 sf
264,USDJPY.pro,Sell,06.07.2020 07:00:00,107.65,0.62,06.07.2020 21:00:00,107.293,14h 0m,182.32,12904.24,35.7,usdjpy pf
114,US100.pro,Buy,06.07.2020 03:15:00,10441.9,0.11,07.07.2020 03:15:03,10626.2,1d 0h 0m,358.05,13262.29,1843000,nas100 cf
76,DE30.pro,Buy,06.07.2020 02:58:42,12644.1,0.06,07.07.2020 08:06:04,12637.9,1d 5h 7m,-9.3,13252.99,-62000,dax sf
124,GOLD.pro,Buy,06.07.2020 21:52:55,1786.98,0.216,07.07.2020 11:37:37,1773.46,13h 44m,-259.29,12993.7,-135200,gold fv
266,USDJPY.pro,Buy,07.07.2020 07:12:00,107.417,0.43,07.07.2020 21:00:01,107.521,13h 48m,36.85,13030.55,10.4,usdjpy pf
134,USDJPY.pro,Buy,29.06.2020 15:15:02,107.385,0.81,08.07.2020 20:15:02,107.237,9d 5h 0m,-50.4,12980.15,-14.8,usdjpy cf
268,USDJPY.pro,Sell,08.07.2020 06:06:06,107.603,0.69,08.07.2020 21:00:00,107.209,14h 53m,223.7,13203.85,39.4,usdjpy pf
126,GOLD.pro,Buy,07.07.2020 21:35:44,1797.17,0.202,09.07.2020 03:35:44,1808,1d 6h 0m,193.03,13396.88,108300,gold fv
138,US100.pro,Buy,08.07.2020 21:55:21,10652.3,0.12,09.07.2020 16:43:05,10662.2,18h 47m,21,13417.88,99000,nas100 sf
116,US100.pro,Buy,09.07.2020 12:00:00,10707.7,0.12,09.07.2020 16:43:25,10657,4h 43m,-107.58,13310.3,-507000,nas100 cf
136,USDJPY.pro,Sell,08.07.2020 20:15:02,107.237,0.78,09.07.2020 16:44:54,107.206,20h 29m,-4.08,13306.22,3.1,usdjpy cf
270,USDJPY.pro,Sell,09.07.2020 06:24:01,107.24,0.58,09.07.2020 21:00:00,107.199,14h 35m,19.64,13325.86,4.1,usdjpy pf
140,US100.pro,Buy,09.07.2020 20:48:40,10737.3,0.12,10.07.2020 06:59:44,10677.6,10h 11m,-127.14,13198.72,-597000,nas100 sf
138,USDJPY.pro,Sell,09.07.2020 22:15:00,107.176,1.03,10.07.2020 12:36:13,106.824,14h 21m,289.89,13488.61,35.2,usdjpy cf
272,USDJPY.pro,Sell,10.07.2020 06:30:01,106.986,0.64,10.07.2020 21:00:02,106.938,14h 30m,25.43,13514.04,4.8,usdjpy pf
140,US500.pro,Buy,10.07.2020 20:03:25,3165.8,0.08,13.07.2020 00:01:00,3192.1,2d 3h 57m,93.05,13607.09,263000,us500 vf
78,DE30.pro,Buy,10.07.2020 21:35:57,12694.3,0.06,13.07.2020 10:34:28,12693,2d 12h 58m,-1.95,13605.14,-13000,dax sf
78,GOLD.pro,Buy,13.07.2020 15:14:55,1810.81,0.27,13.07.2020 16:36:01,1804.53,1h 21m,-149.23,13455.91,-62800,gold sf
118,US100.pro,Buy,10.07.2020 20:45:00,10775,0.06,13.07.2020 18:37:08,11015.1,2d 21h 52m,253.35,13709.26,2401000,nas100 cf
142,US100.pro,Buy,13.07.2020 15:42:47,10994.7,0.12,13.07.2020 19:48:56,10954.6,4h 6m,-84.67,13624.59,-401000,nas100 sf
274,USDJPY.pro,Buy,13.07.2020 07:18:02,106.891,0.83,13.07.2020 21:00:00,107.278,13h 41m,263.73,13888.32,38.7,usdjpy pf
128,GOLD.pro,Buy,13.07.2020 04:27:02,1803.92,0.177,14.07.2020 02:53:44,1797.68,22h 26m,-97.35,13790.97,-62400,gold fv
120,US100.pro,Sell,13.07.2020 22:00:00,10597.2,0.03,14.07.2020 15:33:14,10571,17h 33m,13.82,13804.79,262000,nas100 cf
276,USDJPY.pro,Buy,14.07.2020 07:12:00,107.262,0.54,14.07.2020 21:00:00,107.198,13h 48m,-28.3,13776.49,-6.4,usdjpy pf
80,DE30.pro,Buy,15.07.2020 03:16:38,12862.8,0.06,15.07.2020 05:32:02,12790.6,2h 15m,-108.3,13668.19,-722000,dax sf
140,USDJPY.pro,Buy,13.07.2020 09:15:14,106.962,1.41,15.07.2020 09:30:00,107.102,2d 0h 14m,180.01,13848.2,14,usdjpy cf
80,GOLD.pro,Buy,15.07.2020 10:20:07,1813.69,0.27,15.07.2020 12:17:08,1807.37,1h 57m,-149.28,13698.92,-63200,gold sf
142,USDJPY.pro,Sell,15.07.2020 09:30:00,107.102,1.14,15.07.2020 16:56:12,106.807,7h 26m,275.84,13974.76,29.5,usdjpy cf
278,USDJPY.pro,Sell,15.07.2020 08:48:00,107.191,0.7,15.07.2020 21:00:00,106.955,12h 12m,135.42,14110.18,23.6,usdjpy pf
130,GOLD.pro,Buy,14.07.2020 16:29:43,1805.45,0.182,15.07.2020 22:29:48,1811.06,1d 6h 0m,89.46,14199.64,56100,gold fv
82,GOLD.pro,Buy,15.07.2020 18:00:01,1810.94,0.27,16.07.2020 03:15:59,1809.65,9h 15m,-30.53,14169.11,-12900,gold sf
280,USDJPY.pro,Sell,16.07.2020 06:48:02,106.912,0.61,16.07.2020 11:45:36,107.091,4h 57m,-89.53,14079.58,-17.9,usdjpy pf
144,USDJPY.pro,Buy,16.07.2020 20:15:00,107.356,0.73,17.07.2020 09:51:48,107.104,13h 36m,-146.1,13933.48,-25.2,usdjpy cf
144,US100.pro,Buy,17.07.2020 15:28:00,10655.1,0.1,17.07.2020 15:46:32,10580.5,18m 32s,-130.56,13802.92,-746000,nas100 sf
146,US100.pro,Buy,17.07.2020 20:52:46,10651.1,0.1,17.07.2020 20:59:00,10653.8,6m 14s,4.72,13807.64,27000,nas100 sf
282,USDJPY.pro,Sell,17.07.2020 06:06:10,107.22,0.88,17.07.2020 21:00:00,106.959,14h 53m,187.75,13995.39,26.1,usdjpy pf
142,US500.pro,Buy,16.07.2020 21:28:58,3206.2,0.1,17.07.2020 21:29:03,3222.1,1d 0h 0m,69.5,14064.89,159000,us500 vf
132,GOLD.pro,Buy,17.07.2020 12:00:00,1803.76,0.239,20.07.2020 00:05:00,1807.75,2d 12h 5m,83.46,14148.35,39900,gold fv
146,USDJPY.pro,Buy,20.07.2020 03:00:00,107.388,0.6,20.07.2020 13:10:53,107.079,10h 10m,-151.03,13997.32,-30.9,usdjpy cf
284,USDJPY.pro,Sell,20.07.2020 06:30:00,107.33,0.75,20.07.2020 21:00:00,107.304,14h 30m,15.88,14013.2,2.6,usdjpy pf
148,US100.pro,Buy,20.07.2020 15:56:18,10692.9,0.1,21.07.2020 02:11:03,10962.8,10h 14m,471.02,14484.22,2699000,nas100 sf
122,US100.pro,Buy,20.07.2020 17:15:00,10770.7,0.06,21.07.2020 09:17:19,11027.5,16h 2m,268.92,14753.14,2568000,nas100 cf
148,USDJPY.pro,Buy,21.07.2020 07:45:00,107.34,0.98,21.07.2020 14:24:53,107.152,6h 39m,-150.23,14602.91,-18.8,usdjpy cf
286,USDJPY.pro,Buy,21.07.2020 06:24:00,107.267,0.74,21.07.2020 15:25:59,107.119,9h 1m,-89.4,14513.51,-14.8,usdjpy pf
84,GOLD.pro,Buy,21.07.2020 08:12:33,1820.66,0.3,21.07.2020 15:28:09,1836.15,7h 15m,406.23,14919.74,154900,gold sf
82,DE30.pro,Buy,20.07.2020 10:45:12,12962.1,0.07,21.07.2020 16:26:45,13163.7,1d 5h 41m,352.8,15272.54,2016000,dax sf
134,GOLD.pro,Buy,20.07.2020 13:04:45,1812.4,0.266,21.07.2020 19:04:45,1841.9,1d 6h 0m,681.33,15953.87,295000,gold fv
150,USDJPY.pro,Sell,21.07.2020 16:00:00,107.002,0.77,21.07.2020 23:05:00,106.864,7h 5m,86.27,16040.14,13.8,usdjpy cf
136,GOLD.pro,Buy,22.07.2020 01:02:27,1843.61,0.232,22.07.2020 09:34:59,1851.25,8h 32m,153.9,16194.04,76400,gold fv
288,USDJPY.pro,Buy,22.07.2020 09:30:00,106.896,0.46,22.07.2020 21:00:19,107.234,11h 30m,125.31,16319.35,33.8,usdjpy pf
290,USDJPY.pro,Buy,23.07.2020 06:48:00,107.175,1.21,23.07.2020 09:13:22,107.083,2h 25m,-89.73,16229.62,-9.2,usdjpy pf
84,DE30.pro,Buy,23.07.2020 10:00:05,13192.6,0.07,23.07.2020 14:10:39,13126,4h 10m,-116.55,16113.07,-666000,dax sf
150,US100.pro,Buy,23.07.2020 08:47:03,10927.7,0.1,23.07.2020 14:50:53,10852.3,6h 3m,-130.53,15982.54,-754000,nas100 sf
124,US100.pro,Sell,23.07.2020 18:15:00,10751,0.06,24.07.2020 06:44:02,10505.5,12h 29m,253.93,16236.47,2455000,nas100 cf
152,USDJPY.pro,Sell,24.07.2020 02:30:00,106.609,0.65,24.07.2020 10:24:00,106.315,7h 54m,154.87,16391.34,29.4,usdjpy cf
86,GOLD.pro,Buy,24.07.2020 15:03:17,1898.39,0.27,24.07.2020 17:36:10,1898.42,2h 32m,0.7,16392.04,300,gold sf
292,USDJPY.pro,Sell,24.07.2020 08:54:00,106.329,0.3,24.07.2020 21:00:00,106.009,12h 6m,77.83,16469.87,32,usdjpy pf
138,GOLD.pro,Buy,23.07.2020 16:40:19,1888.72,0.113,27.07.2020 00:05:00,1902.25,3d 7h 24m,131.29,16601.16,135300,gold fv
152,US100.pro,Buy,27.07.2020 15:40:30,10594,0.1,27.07.2020 17:36:20,10520.5,1h 55m,-125.01,16476.15,-735000,nas100 sf
294,USDJPY.pro,Sell,27.07.2020 08:48:01,105.443,0.18,27.07.2020 21:00:00,105.385,12h 11m,8.43,16484.58,5.8,usdjpy pf
140,GOLD.pro,Buy,27.07.2020 04:10:58,1920.87,0.115,28.07.2020 05:03:54,1952.32,1d 0h 52m,307.94,16792.52,314500,gold fv
154,US100.pro,Buy,27.07.2020 19:00:02,10593.2,0.1,28.07.2020 11:52:49,10640.8,16h 52m,81.14,16873.66,476000,nas100 sf
296,USDJPY.pro,Buy,28.07.2020 06:24:00,105.683,0.21,28.07.2020 12:14:34,105.152,5h 50m,-90.38,16783.28,-53.1,usdjpy pf
88,GOLD.pro,Buy,28.07.2020 16:19:40,1945.62,0.22,28.07.2020 17:09:23,1948.76,49m 43s,58.94,16842.22,31400,gold sf
154,USDJPY.pro,Sell,28.07.2020 15:00:00,105.09,0.42,29.07.2020 02:28:16,105.081,11h 28m,-1.1,16841.12,0.9,usdjpy cf
156,USDJPY.pro,Sell,29.07.2020 09:45:00,104.837,0.6,29.07.2020 13:59:44,105.144,4h 14m,-149.47,16691.65,-30.7,usdjpy cf
298,USDJPY.pro,Sell,29.07.2020 08:12:00,104.987,0.3,29.07.2020 21:00:00,105.039,12h 48m,-12.62,16679.03,-5.2,usdjpy pf
142,GOLD.pro,Buy,28.07.2020 20:51:44,1956.72,0.07,30.07.2020 02:51:44,1965.13,1d 6h 0m,49.98,16729.01,84100,gold fv
144,US500.pro,Buy,29.07.2020 16:01:10,3228.8,0.14,30.07.2020 09:30:29,3228.6,17h 29m,-1.19,16727.82,-2000,us500 vf
158,USDJPY.pro,Buy,30.07.2020 07:30:00,105.259,0.79,30.07.2020 09:35:54,105.025,2h 5m,-149.67,16578.15,-23.4,usdjpy cf
300,USDJPY.pro,Buy,30.07.2020 07:06:02,105.141,0.59,30.07.2020 15:02:03,104.954,7h 56m,-89.18,16488.97,-18.7,usdjpy pf
146,US500.pro,Sell,30.07.2020 16:00:01,3198.5,0.18,30.07.2020 17:03:53,3218.1,1h 3m,-149.64,16339.33,-196000,us500 vf
126,US100.pro,Buy,30.07.2020 19:15:00,10705.9,0.04,31.07.2020 04:45:26,10909.4,9h 30m,136.83,16476.16,2035000,nas100 cf
160,USDJPY.pro,Sell,30.07.2020 22:00:00,104.753,0.75,31.07.2020 05:22:33,104.402,7h 22m,204.81,16680.97,35.1,usdjpy cf
90,GOLD.pro,Buy,31.07.2020 05:33:52,1971.57,0.2,31.07.2020 09:32:49,1969.5,3h 58m,-34.8,16646.17,-20700,gold sf
156,US100.pro,Buy,30.07.2020 22:08:24,10749.8,0.1,31.07.2020 15:33:05,10829.9,17h 24m,135.53,16781.7,801000,nas100 sf
92,GOLD.pro,Buy,31.07.2020 16:58:34,1971.71,0.2,31.07.2020 18:19:01,1966.17,1h 20m,-93.99,16687.71,-55400,gold sf
302,USDJPY.pro,Buy,31.07.2020 10:30:00,104.617,0.18,31.07.2020 21:00:00,105.758,10h 30m,164.72,16852.43,114.1,usdjpy pf
144,GOLD.pro,Buy,31.07.2020 04:02:49,1967,0.099,03.08.2020 00:05:00,1983.93,2d 20h 2m,142.24,16994.67,169300,gold fv
162,USDJPY.pro,Buy,31.07.2020 15:30:00,105.455,0.33,03.08.2020 06:12:48,105.79,2d 14h 42m,90.84,17085.51,33.5,usdjpy cf
304,USDJPY.pro,Sell,03.08.2020 06:18:00,105.792,0.17,03.08.2020 15:48:21,106.45,9h 30m,-89.75,16995.76,-65.8,usdjpy pf
86,DE30.pro,Buy,03.08.2020 12:21:46,12516.6,0.07,04.08.2020 09:52:00,12576.2,21h 30m,104.3,17100.06,596000,dax sf
158,US100.pro,Buy,03.08.2020 13:35:10,11003,0.1,04.08.2020 10:07:35,10998.3,20h 32m,-7.98,17092.08,-47000,nas100 sf
306,USDJPY.pro,Sell,04.08.2020 07:00:00,106.047,0.52,04.08.2020 21:00:00,105.771,14h 0m,115.16,17207.24,27.6,usdjpy pf
94,GOLD.pro,Buy,04.08.2020 16:20:17,1984.91,0.2,05.08.2020 02:11:25,2024.61,9h 51m,672.31,17879.55,397000,gold sf
88,DE30.pro,Buy,05.08.2020 09:11:01,12692.3,0.07,05.08.2020 15:31:01,12628.7,6h 20m,-111.3,17768.25,-636000,dax sf
160,US100.pro,Buy,05.08.2020 08:45:12,11122.1,0.11,05.08.2020 15:32:47,11066,6h 47m,-103.92,17664.33,-561000,nas100 sf
308,USDJPY.pro,Buy,05.08.2020 08:00:00,105.675,0.51,05.08.2020 15:36:04,105.457,7h 36m,-88.66,17575.67,-21.8,usdjpy pf
146,GOLD.pro,Buy,04.08.2020 20:00:54,2006.48,0.134,06.08.2020 02:00:54,2035.78,1d 6h 0m,330.68,17906.35,293000,gold fv
310,USDJPY.pro,Sell,06.08.2020 07:48:00,105.477,0.57,06.08.2020 10:37:50,105.674,2h 49m,-89.73,17816.62,-19.7,usdjpy pf
148,US500.pro,Buy,05.08.2020 12:00:17,3319.4,0.16,06.08.2020 12:00:27,3319.2,1d 0h 0m,-1.35,17815.27,-2000,us500 vf
162,US100.pro,Buy,06.08.2020 03:21:02,11120.6,0.11,06.08.2020 13:49:36,11053,10h 28m,-125.56,17689.71,-676000,nas100 sf
96,GOLD.pro,Buy,06.08.2020 13:35:02,2056.06,0.19,06.08.2020 14:36:57,2052.59,1h 1m,-55.64,17634.07,-34700,gold sf
128,US100.pro,Buy,03.08.2020 03:15:00,10943.4,0.06,07.08.2020 01:09:59,11248.4,3d 21h 54m,308.05,17942.12,3050000,nas100 cf
150,US500.pro,Buy,06.08.2020 19:50:54,3328.3,0.16,07.08.2020 05:28:48,3328.1,9h 37m,-1.35,17940.77,-2000,us500 vf
151,US500.pro,Buy,06.08.2020 20:00:22,3328.2,0.16,07.08.2020 05:28:48,3328.1,9h 28m,-0.68,17940.09,-1000,us500 vf
164,US100.pro,Buy,06.08.2020 16:20:51,11141.5,0.11,07.08.2020 05:43:48,11202.4,13h 22m,113.29,18053.38,609000,nas100 sf
312,USDJPY.pro,Sell,07.08.2020 08:06:00,105.496,0.59,07.08.2020 10:14:10,105.685,2h 8m,-89.22,17964.16,-18.9,usdjpy pf
148,GOLD.pro,Buy,06.08.2020 08:01:26,2050.25,0.092,07.08.2020 14:01:26,2052.21,1d 6h 0m,15.26,17979.42,19600,gold fv
129,US100.pro,Buy,06.08.2020 18:15:00,11149.9,0.07,07.08.2020 20:20:59,11055.8,1d 2h 5m,-111.85,17867.57,-941000,nas100 cf
90,DE30.pro,Buy,10.08.2020 12:32:50,12700,0.07,10.08.2020 17:00:27,12637,4h 27m,-110.25,17757.32,-630000,dax sf
314,USDJPY.pro,Buy,10.08.2020 08:42:13,105.839,0.86,10.08.2020 17:07:44,105.709,8h 25m,-89.85,17667.47,-13,usdjpy pf
132,US100.pro,Sell,07.08.2020 20:30:00,11042.8,0.06,10.08.2020 17:26:16,11004.2,2d 20h 56m,39.38,17706.85,386000,nas100 cf
133,US100.pro,Sell,10.08.2020 16:45:00,11015.9,0.09,10.08.2020 17:26:16,11004.2,41m 16s,17.9,17724.75,117000,nas100 cf
150,GOLD.pro,Buy,10.08.2020 15:33:18,2037.32,0.084,11.08.2020 02:38:32,2017.78,11h 5m,-139.94,17584.81,-195400,gold fv
152,GOLD.pro,Sell,11.08.2020 17:58:49,1937.86,0.133,11.08.2020 20:13:39,1921.27,2h 14m,187.61,17772.42,165900,gold fv
316,USDJPY.pro,Buy,11.08.2020 08:30:01,106.201,0.36,11.08.2020 21:00:00,106.66,12h 29m,131.9,17904.32,45.9,usdjpy pf
164,USDJPY.pro,Buy,07.08.2020 12:30:00,105.731,0.72,12.08.2020 07:17:15,106.717,4d 18h 47m,581.39,18485.71,98.6,usdjpy cf
136,US100.pro,Sell,11.08.2020 21:45:00,10902,0.06,12.08.2020 15:33:24,11005.4,17h 48m,-105.17,18380.54,-1034000,nas100 cf
318,USDJPY.pro,Buy,12.08.2020 06:24:00,106.782,0.28,12.08.2020 21:00:00,106.86,14h 36m,17.34,18397.88,7.8,usdjpy pf
92,DE30.pro,Buy,12.08.2020 16:22:31,13043,0.07,13.08.2020 14:51:16,12980.9,22h 28m,-108.68,18289.2,-621000,dax sf
166,US100.pro,Buy,12.08.2020 16:51:46,11108.5,0.11,13.08.2020 20:11:22,11176.4,1d 3h 19m,126.42,18415.62,679000,nas100 sf
320,USDJPY.pro,Buy,13.08.2020 07:00:00,106.792,0.41,13.08.2020 21:00:00,106.917,14h 0m,40.63,18456.25,12.5,usdjpy pf
166,USDJPY.pro,Buy,13.08.2020 20:30:00,107.049,0.65,14.08.2020 09:10:51,106.758,12h 40m,-145.95,18310.3,-29.1,usdjpy cf
322,USDJPY.pro,Sell,14.08.2020 06:06:02,106.911,0.86,14.08.2020 21:00:00,106.56,14h 53m,239.29,18549.59,35.1,usdjpy pf
154,US500.pro,Buy,14.08.2020 20:00:01,3373.6,0.16,17.08.2020 00:01:00,3367.2,2d 4h 0m,-43.24,18506.35,-64000,us500 vf
324,USDJPY.pro,Buy,17.08.2020 06:36:05,106.586,0.66,17.08.2020 09:02:48,106.415,2h 26m,-89.38,18416.97,-17.1,usdjpy pf
94,DE30.pro,Buy,18.08.2020 12:21:10,13009.5,0.07,18.08.2020 15:24:46,12950.5,3h 3m,-103.25,18313.72,-590000,dax sf
98,GOLD.pro,Buy,17.08.2020 15:28:15,1963.07,0.14,18.08.2020 15:58:43,2004.59,1d 0h 30m,486.13,18799.85,415200,gold sf
138,US100.pro,Buy,12.08.2020 18:30:00,11158.2,0.06,18.08.2020 16:07:55,11320.5,5d 21h 37m,163.1,18962.95,1623000,nas100 cf
154,GOLD.pro,Buy,17.08.2020 16:00:22,1973.33,0.085,18.08.2020 16:28:09,1986.1,1d 0h 27m,91.01,19053.96,127700,gold fv
168,US100.pro,Buy,17.08.2020 14:40:45,11231.8,0.12,18.08.2020 16:28:09,11287,1d 1h 47m,111.07,19165.03,552000,nas100 sf
326,USDJPY.pro,Sell,18.08.2020 08:24:02,105.558,0.28,18.08.2020 21:00:00,105.409,12h 35m,33.15,19198.18,14.9,usdjpy pf
156,GOLD.pro,Sell,19.08.2020 20:09:39,1953.68,0.148,19.08.2020 20:15:24,1946.42,5m 45s,90.8,19288.98,72600,gold fv
328,USDJPY.pro,Buy,19.08.2020 16:42:00,105.68,0.16,19.08.2020 21:00:00,105.899,4h 18m,27.91,19316.89,21.9,usdjpy pf
157,US500.pro,Buy,19.08.2020 12:51:10,3393.9,0.22,19.08.2020 21:41:35,3374.4,8h 50m,-181.05,19135.84,-195000,us500 vf
156,US500.pro,Buy,19.08.2020 05:34:03,3394.1,0.21,19.08.2020 21:47:20,3370.4,16h 13m,-210.1,18925.74,-237000,us500 vf
139,US100.pro,Buy,17.08.2020 19:00:00,11273.6,0.1,20.08.2020 03:14:30,11273.8,2d 8h 14m,0.34,18926.08,2000,nas100 cf
142,US100.pro,Sell,20.08.2020 03:30:00,11266.8,0.17,20.08.2020 07:09:16,11268.7,3h 39m,-5.46,18920.62,-19000,nas100 cf
330,USDJPY.pro,Sell,20.08.2020 06:06:00,106.01,0.4,20.08.2020 21:00:00,105.758,14h 54m,80.42,19001.04,25.2,usdjpy pf
160,US500.pro,Buy,20.08.2020 12:24:17,3364.6,0.16,21.08.2020 09:15:30,3377.9,20h 51m,0,19001.04,133000,us500 vf
162,US500.pro,Buy,20.08.2020 20:20:41,3377.9,0.16,21.08.2020 12:24:28,3378.9,16h 3m,96.91,19097.95,10000,us500 vf
170,US100.pro,Buy,20.08.2020 17:35:35,11404.2,0.13,21.08.2020 12:49:56,11450.1,19h 14m,101.16,19199.11,459000,nas100 sf
161,US500.pro,Buy,20.08.2020 16:07:32,3367.9,0.17,21.08.2020 13:47:13,3367.9,21h 39m,0,19199.11,0,us500 vf
332,USDJPY.pro,Sell,21.08.2020 06:54:09,105.627,0.67,21.08.2020 14:02:22,105.799,7h 8m,-92.55,19106.56,-17.2,usdjpy pf
166,US500.pro,Buy,21.08.2020 20:00:19,3388.9,0.15,24.08.2020 00:01:00,3397.2,2d 4h 0m,52.76,19159.32,83000,us500 vf
144,US100.pro,Buy,20.08.2020 20:30:00,11447.7,0.07,24.08.2020 12:01:37,11658.8,3d 15h 31m,249.73,19409.05,2111000,nas100 cf
100,GOLD.pro,Buy,24.08.2020 14:04:50,1956.47,0.13,24.08.2020 15:22:10,1943.17,1h 17m,-146.05,19263,-133000,gold sf
172,US100.pro,Buy,24.08.2020 09:35:32,11645.7,0.14,24.08.2020 15:54:53,11625.8,6h 19m,-47.1,19215.9,-199000,nas100 sf
334,USDJPY.pro,Buy,24.08.2020 06:24:03,105.863,0.45,24.08.2020 21:00:00,105.958,14h 35m,34.21,19250.11,9.5,usdjpy pf
158,GOLD.pro,Sell,24.08.2020 20:20:39,1927.29,0.124,25.08.2020 07:20:42,1933.78,11h 0m,-68.16,19181.95,-64900,gold fv
96,DE30.pro,Buy,24.08.2020 09:00:27,12904.7,0.08,25.08.2020 16:50:18,13066.2,1d 7h 49m,323,19504.95,1615000,dax sf
336,USDJPY.pro,Buy,25.08.2020 08:24:00,106.056,0.42,25.08.2020 21:00:00,106.339,12h 36m,94.45,19599.4,28.3,usdjpy pf
160,GOLD.pro,Sell,25.08.2020 14:10:51,1920.91,0.133,26.08.2020 01:10:55,1928.59,11h 0m,-86.33,19513.07,-76800,gold fv
98,DE30.pro,Buy,26.08.2020 02:33:31,13104.2,0.08,26.08.2020 09:00:01,13047.8,6h 26m,-112.8,19400.27,-564000,dax sf
174,US100.pro,Buy,25.08.2020 22:31:37,11731.6,0.14,26.08.2020 20:03:01,11959.2,21h 31m,538.97,19939.24,2276000,nas100 sf
146,US100.pro,Buy,25.08.2020 22:30:00,11727.1,0.08,26.08.2020 20:42:18,11911.1,22h 12m,249.03,20188.27,1840000,nas100 cf
338,USDJPY.pro,Sell,26.08.2020 06:36:00,106.397,0.6,26.08.2020 21:00:09,106.023,14h 24m,179.13,20367.4,37.4,usdjpy pf
168,USDJPY.pro,Buy,25.08.2020 09:00:00,106.131,1.1,26.08.2020 22:33:09,105.961,1d 13h 33m,-142.24,20225.16,-17,usdjpy cf
102,GOLD.pro,Buy,26.08.2020 16:26:27,1937.5,0.14,27.08.2020 03:13:00,1946.23,10h 46m,103.19,20328.35,87300,gold sf
168,US500.pro,Buy,26.08.2020 15:12:39,3447.3,0.18,27.08.2020 15:12:39,3473.9,1d 0h 0m,202.12,20530.47,266000,us500 vf
340,USDJPY.pro,Buy,27.08.2020 13:00:01,106.088,0.44,27.08.2020 15:14:35,105.834,2h 14m,-89.07,20441.4,-25.4,usdjpy pf
170,USDJPY.pro,Sell,27.08.2020 15:15:00,105.767,0.48,27.08.2020 15:39:37,106.162,24m 37s,-151.19,20290.21,-39.5,usdjpy cf
172,USDJPY.pro,Buy,27.08.2020 19:00:00,106.687,0.26,28.08.2020 10:32:51,105.95,15h 32m,-150.19,20140.02,-73.7,usdjpy cf
104,GOLD.pro,Buy,28.08.2020 10:34:49,1955.44,0.14,28.08.2020 12:10:39,1948.22,1h 35m,-85.01,20055.01,-72200,gold sf
174,USDJPY.pro,Sell,28.08.2020 11:30:00,105.589,0.31,28.08.2020 14:37:10,105.502,3h 7m,21.5,20076.51,8.7,usdjpy cf
342,USDJPY.pro,Sell,28.08.2020 07:12:00,106.323,0.21,28.08.2020 21:00:00,105.411,13h 48m,152.8,20229.31,91.2,usdjpy pf
176,US100.pro,Buy,31.08.2020 02:04:57,12066.7,0.13,31.08.2020 14:16:35,12010.3,12h 11m,-122.83,20106.48,-564000,nas100 sf
344,USDJPY.pro,Buy,31.08.2020 06:30:00,105.618,0.27,31.08.2020 21:00:00,105.885,14h 30m,57.05,20163.53,26.7,usdjpy pf
178,US100.pro,Buy,31.08.2020 18:00:00,12066.5,0.13,01.09.2020 15:11:35,12171.1,21h 11m,226.79,20390.32,1046000,nas100 sf
162,GOLD.pro,Buy,01.09.2020 03:39:48,1974.98,0.101,01.09.2020 16:44:14,1966.76,13h 4m,-69.53,20320.79,-82200,gold fv
346,USDJPY.pro,Buy,01.09.2020 12:36:01,105.857,0.31,01.09.2020 21:00:00,105.965,8h 23m,26.53,20347.32,10.8,usdjpy pf
